title,cardDescription,description,topics,idExercises
Frontend - Desenvolvendo a Interface,Crie o frontend com Next.js conecte ao backend personalize o layout e implante na Vercel,"Olá, Aluna! Nesta atividade, você começará a trabalhar com Next.js, um framework React para construção de interfaces de usuário, e explorará as seguintes tecnologias: Node.js, NPM e Vercel. O objetivo é aprender a configurar um ambiente de desenvolvimento, entender como criar e rodar uma aplicação Next.js e também aprender sobre deploy em Vercel.

**Configuração Inicial**

Vamos começar com um repositório base como template. A primeira etapa será clonar esse repositório para sua máquina local.

1. Clonando o repositório

```bash
git clone https://github.com/aceleradora-TW/acelera-movies-front-next
```

2. Abrir pasta do projeto 

```bash
cd acelera-movies-front-next
```  


**Rodando o Projeto**  

1. Abra a pasta no Visual Studio Code    

2. Abra um terminal com o comando (Crtl + `)  

3. Instale as dependências com o comando abaixo  

```bash
npm install
```

4. Inicie o servidor de desenvolvimento

```bash
npm run dev
```

O frontend deve estar disponível em http://localhost:3000/   



**Dicas**

- Edite o arquivo app/page.tsx para modificar a aparência da página inicial.
- Utilize bibliotecas como Tailwind CSS ou Material-UI para estilizar o layout conforme suas preferências.
- Deploy na Vercel
- Configure sua conta na Vercel.
- Clique em ""New Project"" e conecte o repositório do frontend.
- Configure as variáveis de ambiente se necessário.
- Finalize o deploy e acesse o link gerado para visualizar sua aplicação.

Bons estudos, aluna! ",Projeto Acelera Movies,rw1732628187155dfa078
Iniciando aplicação em Next.js,Como configurar um projeto Next.js,"Vamos começar a criar aplicação Next.js, para construir aplicações modernas, rápidas e escaláveis. Durante a configuração inicial, você será guiado por uma série de perguntas para personalizar o ambiente de desenvolvimento.

---

**1. Abra o Terminal**

O terminal é a ferramenta que você usará para executar os comandos. Aqui está como abrir o terminal no seu sistema:

- Windows: Pressione Win + R, digite cmd e pressione Enter. Você também pode usar o PowerShell ou o Windows Terminal.
- Mac: Pressione Command + Espaço, digite Terminal e pressione Enter.
- Linux: Pressione Ctrl + Alt + T ou procure por ""Terminal"" no menu de aplicativos

**2. Iniciando a aplicação**

Na documentação do Next.js é recomendado usar create-next-app para criar um nova aplicação, pois com esse comando os processos de instalação são automaticamente configurados. Então digitamos o seguinte comando no terminal:

```bash
npx create-next-app@latest
```

**3. No momento da instalação, vão aparecer as seguintes perguntas que podem ser:**

Na opção abaixo, você pode escolher como quer nomear sua aplicação. Por padrão, o nome vem como my-app.

```bash
What is your project named? my-app
```

A seguir, vão aparecer diversas opções que podemos marcar com sim ou não:

Nessa opção você pode escolher se quer usar TypeScript, se sim marque com a opção **Yes**.Caso contrário, vai ser utilizado o JavaScript. 

```bash
Would you like to use TypeScript? No / Yes
```

O ESLint permite definir um conjunto de regras e padrões que devem ser seguidas no código.

```bash
Would you like to use ESLint? No / Yes
```

O Tailwind CSS é um framework com classes de CSS utilitárias.  

```bash
Would you like to use Tailwind CSS? No / Yes
```

Nessa opção podemos escolher se queremos usar o src como um diretório raiz. Se a opção for marcada como não, a pasta app vai ficar na raiz do projeto.

```bash
Would you like your code inside a `src/` directory? No / Yes
```

É o modelo recomendado no Next que usa server components. Também organiza rotas de maneira mais moderna e modular. 

```bash
Would you like to use App Router? (recommended) No / Yes
```

O **Turbopack** é um empacotador experimental, mais rápido que o Webpack. Caso marque não, por padrão é usado o Webpack.

```bash
Would you like to use Turbopack for `next dev`?  No / Yes
```

Um alias de importação permite usar um ""apelido""(alias) para se referir a arquivos ou pastas no seu projeto, em vez de usar caminhos relativos longos. Exemplos:

- Sem alias: `import Button from '../../../components/Button';`


- Com alias padrão (@/*): `import Button from '@/components/Button';`

```bash
Would you like to customize the import alias (`@/*` by default)? No / Yes)
```

Se você escolheu personalizar o alias de importação na pergunta anterior, define o novo alias aqui. 

```bash
What import alias would you like configured? @/*
```

Após responder estas perguntas, ele vai baixar e instalar tudo que é necessário para ter um projeto Next. Para rodar o projeto, basta executar o comando abaixo na pasta do mesmo.

```bash
npm run dev
```

Bom trabalho! 🚀
",Fundamentos Next.js,rw173228144037772ee84
Instruções  importantes,Guia com os passos necessários para realizar as atividades corretamente,"**Uso obrigatório de Arrays:**
Todos os exercícios desta lista devem obrigatoriamente utilizar arrays para manipulação de dados. Evite ao máximo o uso de métodos prontos do JavaScript, como `.map()`, `.filter()`, `.reduce()`, `.reverse()`, entre outros. O objetivo é que você implemente a lógica de manipulação de arrays manualmente.

**Tipagem:**
Lembre-se de sempre tipar corretamente todas as variáveis, parâmetros e retornos das funções.

**Funções para cada exercício:**
Cada exercício deve ser implementado dentro de uma função. Essa função deve receber os parâmetros necessários e retornar os resultados adequados. A estrutura e a lógica de cada exercício devem estar contidas exclusivamente dentro dessas funções.

**Respeito às boas práticas de código:**
Procure manter o código limpo e organizado, utilizando nomes de variáveis e funções claros e expressivos. Evite duplicação de código e siga uma lógica clara em suas implementações.

## Instalação

- Acesse o repositório: [Exercícios de Arrays](https://github.com/aceleradora-TW/Exercicios-arrays.git)
- Em seguida, faça um fork dele.
- Clone na sua máquina.
- Instale as dependências usando o comando `npm install`.

## Como usar

- Leia com atenção os exercícios dentro da pasta `enunciados`.
- Crie a lógica de cada exercício dentro da pasta `implementacao`.
- Para rodar um exercício específico dentro da pasta `implementacao`, é necessário usar o comando `npm run start -- nome-do-arquivo.ts`.

**Bons estudos!**
",Array Simples,rw17278857951789628d4
Instruções Importantes,Guia com os passos necessários para realizar as atividades corretamente,"**Uso obrigatório de laços de repetição:**
   Todos os exercícios desta lista devem obrigatoriamente utilizar laços de repetição (for, while, do while etc). Evite ao máximo o uso de métodos prontos do JavaScript. O objetivo é que você implemente a lógica de repetição manualmente.

**Tipagem:**
   Lembre-se de sempre tipar corretamente todas as variáveis, parâmetros e retornos das funções.

**Funções para cada exercício:**
   Cada exercício deve ser implementado dentro de uma função. Essa função deve receber os parâmetros necessários e retornar os resultados adequados. A estrutura e a lógica de cada exercício devem estar contidas exclusivamente dentro dessas funções.

**Respeito às boas práticas de código:**
   Procure manter o código limpo e organizado, utilizando nomes de variáveis e funções claros e expressivos. Evite duplicação de código e siga uma lógica clara em suas implementações.

## Instalação

- Acesse o repositório: [Interacao-For-While](https://github.com/aceleradora-TW/Interacao-For-While/tree/main)
- Em seguida, faça um fork dele
- Clone na sua máquina
- Instale as dependências usando o comando `npm install`

## Como usar

- Leia com atenção os exercícios dentro da pasta `enunciados`
- Crie a lógica de cada exercício dentro da pasta `implementacao`
- Para rodar um exercício específico dentro da pasta `implementacao`, é necessário usar o comando `npm run start -- nome-do-arquivo.ts`

**Bons estudos!**
",Repetição,rw172788824375369b7de
Instruções importantes,Guia com os passos necessários para realizar as atividades corretamente,"**Uso obrigatório de laços de condicionais:**
   Todos os exercícios desta lista devem obrigatoriamente utilizar condicionais (if, if-else, else-if etc).
​Atenção: Não utilize bibliotecas ou métodos prontos. Construa a lógica usando apenas estruturas básicas da linguagem. 
​
​

**Tipagem:**
   Lembre-se de sempre tipar corretamente todas as variáveis, parâmetros e retornos das funções.

**Funções para cada exercício:**
   Cada exercício deve ser implementado dentro de uma função. Essa função deve receber os parâmetros necessários e retornar os resultados adequados. A estrutura e a lógica de cada exercício devem estar contidas exclusivamente dentro dessas funções.

**Respeito às boas práticas de código:**
   Procure manter o código limpo e organizado, utilizando nomes de variáveis e funções claros e expressivos. Evite duplicação de código e siga uma lógica clara em suas implementações.

**Instalação**

- Acesse o repositório: [Condicionais-IF-ELSE](https://github.com/aceleradora-TW/Condicionais-IF-ELSE)
- Em seguida faça um fork dele
- Clone na sua máquina
- Instale as dependências usando o comando `npm install`

**Como usar**

- Leia com atenção os exercícios dentro da pasta enunciados
- Crie a lógica de cada exercício dentro da pasta implementação
- Para rodar um exercício especifico dentro da pasta implementação é necessário usar o comando `npm run start -- nome-do-arquivo.ts`

**Bons estudos!**",Condicionais,rw1725638686995f335f2
Instruções importantes,Guia com os passos necessários para realizar as atividades corretamente,"**O problema:** 

Uso obrigatório de laços de repetição: Todos os exercícios desta lista devem obrigatoriamente utilizar métodos prontos do JavaScript(map, filter, sort, find, etc). Evite ao máximo o uso de laços de repetição (for, while, do while etc). O objetivo é que você implemente a lógica utilizando metodos typescript.

Tipagem: Lembre-se de sempre tipar corretamente todas as variáveis, parâmetros e retornos das funções. 

Funções para cada exercício: Cada exercício deve ser implementado dentro de uma função. Essa função deve receber os parâmetros necessários e retornar os resultados adequados. A estrutura e a lógica de cada exercício devem estar contidas exclusivamente dentro dessas funções.

Respeito às boas práticas de código: Procure manter o código limpo e organizado, utilizando nomes de variáveis e funções claros e expressivos. Evite duplicação de código e siga uma lógica clara em suas implementações.

**Instalação**

- Acesse o repositório: https://github.com/aceleradora-TW/exercicio-map-filter-sort
- Em seguida faça um fork dele
- Clone na sua máquina
- Instale as dependências usando o comando ``npm install``

**Como usar**

- Leia com atenção os exercicios dentro da pasta enunciados 
- Crie a lógica de cada exercicio dentro da pasta implementacao

- Utilize os arquivos JSON da pasta db caso precise de listas pré-prontas para suas implementações.

- Para verificar se suas implementações passaram, execute os testes pelo botão de Play (Code Runner) no VS Code.
Abra um arquivo de exercício ou um arquivo de teste.

- Clique no ícone ▶ no canto superior direito do editor.

O script custom-test-results-processor.js exibirá no terminal uma mensagem de sucesso, caso passe no teste ou uma mensagem de insucesso, caso falhe.


**Observações**
1) as notas devem ter apenas 1 numero após a virgula
2) para estar aprovada a aluna tem que ter media igual ou acima de 7
3) Para esse exercicio voces não poderão usar o `for`, `while` ou `do while`
4) Formula da média: `(a + b + c) / 3`
5) Para rodar os testes, é necessário que a extensão Code Runner esteja instalada no VS Code.
6) Verifique so o seu VS Code está atualizado, pois a execução pode não acontecer, caso existam atualizações pendentes.
7) o arquivo ""ClassData.json"", que está dentro da pasta db, contem um array pronto para ser utilizado durante os exercicios, lembrem-se de importar o array e tipo para cada arquivo de exercicio.
8) Se quiser vizualizar a saída dos exercícios no terminal, rode o exercício específico dentro da pasta implementação, usando o comando ``npm run start -- nome-do-arquivo.ts``.


",Métodos map filter e sort,rw175208044431077ed1e
Intercalação vetores,Segundo exercício da lista com o objetivo de garantir que o teste seja bem-sucedido,"**O problema:**

Implemente um método que preencha dois vetores de 10 elementos numéricos cada um e retorne um vetor com a intercalação deles.

- O método deve percorrer dois vetores de 10 elementos.
- O novo vetor deve alternar os elementos dos dois vetores de entrada.

### Exemplo:

- Quando a entrada for:
  - Vetor 1: `[1, 3, 5]`
  - Vetor 2: `[2, 4, 6]`
- A saída deve ser `[1, 2, 3, 4, 5, 6]`.
",Array Simples,rw1727886940271b774a5
Isenção de impostos,Quarto exercício da lista com o objetivo de garantir que o teste seja bem-sucedido,"**O problema:**

Todos os  anos os cidadãos brasileiros e pessoas com residência permanente devem declarar o Imposto de Renda. Segundo a Receita Federal, algumas pessoas estão isentas do pagamento de imposto de renda (IR). Abaixo segue uma lista simplificada das pessoas isentas:



- Pessoas com renda mensal menor ou igual a R$ 3.036,00 reais

- Pessoas com rendimentos tributáveis de até R$ 33.888,00 reais ao ano;

- Aposentados e pensionistas com doenças graves previstas em lei.



Faça um programa que determine, com base nos critérios acima, se a pessoa está ou não isenta de pagar o imposto de renda. Caso a pessoa pertença ao grupo de isenção o programa deve imprimir na tela: **ISENTA**, caso a pessoa deva pegar IR imprima na tela: **PEGA LEAO**


```javascript
    const aposentada = false;

    const portadoraDeDoenca = false;

    const totalDeRendimentos = 34000;

    //seu código aqui
```
​
Neste exemplo a resposta correta é **PEGA LEAO**

Teste seu programa para outras variações da entrada.



",Condicionais,rw1726149090018cb2662
Loja de artesanato vendas,Quarto exercício da lista com o objetivo de aprofundar o aprendizado,"**O problema:**

Uma loja de artesanato possui um vendedor que recebe R$400,00 mais 5% do valor total de suas vendas. Crie um método que leia o código, preço unitário e quantidade vendida de 10 produtos. O método deve retornar:

- Um relatório com código, quantidade, valor unitário e total vendido para cada objeto.
- O valor geral das vendas e a comissão do vendedor.
- O código do objeto mais vendido.

### Exemplo:

- Quando a entrada for:
  - Código: `001`
  - Quantidade vendida: `10`
  - Preço unitário: `R$20,00`
- A saída deve ser:
  - Relatório: `Código: 001, Quantidade: 10, Valor unitário: R$20,00, Total vendido: R$200,00`
  - Total das vendas: `R$200,00`
  - Comissão: `R$10,00`
  - Objeto mais vendido: `001`.
"," Array simples  (Typescript: Lógica de Programação)",rw17515535995444bdcb3
Maior e menor valor de quatro números,Oitavo exercício da lista com o objetivo de aprofundar o aprendizado,"**O problema:**

 Crie uma função chamada maiorEMenorEntreQuatro que receba quatro números inteiros. A função deve identificar o maior e o menor valor entre os quatro.

O que você deve fazer:

Receber quatro números inteiros como entrada.

Comparar os quatro valores para encontrar:

O maior entre eles.

O menor entre eles.

Retornar ambos os valores.

## Exemplos:

maiorEMenorEntreQuatro(1, 2, 3, 4);

Entrada: 1, 2, 3, 4 → Saída: ""Maior: 4, Menor: 1""

maiorEMenorEntreQuatro(-1, 0, -10, 20);

Entrada: -1, 0, -10, 20 → Saída: ""Maior: 20, Menor: -10""


",Condicionais (Typescript: Lógica de Programação),rw1751552848491ebd141
Medindo a Cobertura de Código,O objetivo desta atividade é explorar como o Jest mede a cobertura de código em um projeto simples,"Nesta atividade, você vai medir a cobertura de código de um projeto simples. 
O objetivo é entender como o Jest mede a cobertura e como gerar relatórios.

---

**Objetivo**

Escrever algumas funções simples, como uma função de soma e subtração.
Rodar os testes com cobertura para garantir que o código está bem testado.

---

**Exemplo de código:**

```javascript
// calculator.js
function add(a, b) {
  return a + b;
}

function subtract(a, b) {
  return a - b;
}

module.exports = { add, subtract };
```

```javascript
// calculator.test.js
const { add, subtract } = require('./calculator');

test('soma dois números', () =&gt; {
  expect(add(1, 2)).toBe(3);
});

test('subtrai dois números', () =&gt; {
  expect(subtract(5, 3)).toBe(2);
});
```

---

**Rodando os Testes com Cobertura**

```bash
npx jest --coverage
```

---


**Critérios de Aceitação**

O relatório de cobertura deve mostrar que todas as linhas do código foram cobertas pelos testes.

---

**Recursos**

- Use Jest para medir a cobertura de código.

---

**Tecnologias Recomendadas**

- Jest para testes unitários.
​
"," Cobertura de Código",rw1732811211638964415
Menor e maior valor,Terceiro exercício da lista com o objetivo de aprofundar o aprendizado," **O problema:**

 Crie uma função chamada compararDoisNumeros que receba dois números inteiros. A função deve identificar e retornar qual é o maior e qual é o menor valor.

## Exemplos:

compararDoisNumeros(5, 10);

Entrada: 5 e 10 → Saída: ""Maior: 10, Menor: 5""

compararDoisNumeros(7, 7);

Entrada: 7 e 7 → Saída: ""Maior: 7, Menor: 7""


",Condicionais (Typescript: Lógica de Programação),rw1751552688513b36111
Modelagem do banco,"Como Configurar a Conexão com o Banco, Gerar o Cliente e Modelar os Dados da Aplicação","Nesta atividade você vai instalar e configurar o **Prisma Client** seguindo o padrão **Singleton**.

---

**Objetivo**

​O objetivo é garantir uma configuração eficiente e segura para evitar problemas de performance e conexões duplicadas com o banco de dados.
​
- Instalar o Prisma CLI e o Prisma Client.  
- Configurar o Prisma Client com o padrão Singleton.  
- Gerar o Prisma Client a partir do `schema.prisma`.  
- Criar um script para inserir e listar tarefas usando o Prisma Client.

---

**Instruções Passo a Passo**


**Passo 1: Verificar e Instalar Dependências**

```bash
npm install prisma --save-dev
npm install  *prisma/client
npm install --save-dev ts-node typescript *types/node
```

​
**Passo 2: Inicializar o Prisma**

```bash
npx prisma init
```

**Passo 3: Configurar o Schema**

Edite o arquivo ` prisma/client`:

````prisma
generator client {
  provider = ""prisma-client-js""
}

datasource db {
  provider = ""sqlite""
  url      = env(""DATABASE_URL"")
}

model Task {
  id        Int       *id  *default(autoincrement())
  title     String
  completed Boolean   *default(false)
  createdAt DateTime  *default(now())
}
````

**Passo 4: Configurar o arquivo .env**

Crie ou edite `.env` na raiz:

````env
DATABASE_URL=""file:./dev.db""
````

**Passo 5: Criar a pasta `lib` e o arquivo `prisma.ts`**

```bash
mkdir lib
```

Crie o arquivo `lib/prisma.ts`:

````typescript
// lib/prisma.ts
import { PrismaClient } from '*prisma/client'

declare global {
  var prisma: PrismaClient | undefined
}

const client = globalThis.prisma || new PrismaClient()

if (process.env.NODE_ENV !== 'production') {
  globalThis.prisma = client
}

export default client
````

**Passo 6: Configurar o TypeScript**

Crie `tsconfig.json` na raiz do projeto:

````json
{
  ""compilerOptions"": {
    ""target"": ""ES2020"",
    ""module"": ""commonjs"",
    ""lib"": [""ES2020""],
    ""outDir"": ""./dist"",
    ""rootDir"": ""./"",
    ""strict"": true,
    ""esModuleInterop"": true,
    ""skipLibCheck"": true,
    ""forceConsistentCasingInFileNames"": true,
    ""resolveJsonModule"": true,
    ""moduleResolution"": ""node"",
    ""allowSyntheticDefaultImports"": true,
    ""declaration"": true,
    ""sourceMap"": true
  },
  ""ts-node"": {
    ""esm"": false,
    ""experimentalSpecifierResolution"": ""node"",
    ""transpileOnly"": true,
    ""files"": true,
    ""compilerOptions"": {
      ""module"": ""commonjs""
    }
  },
  ""include"": [""**/*.ts""],
  ""exclude"": [""node_modules"", ""dist""]
}
````

**Passo 7: Criar ou Corrigir o arquivo `script.ts`**

````typescript
// script.ts
import prisma from './lib/prisma'

async function main() {
  console.log(' Iniciando script...')

  const novaTarefa = await prisma.task.create({
    data: {
      title: 'Aprender a usar o Prisma Client',
    },
  })
  console.log(' Nova tarefa criada:', novaTarefa)
  const todasAsTarefas = await prisma.task.findMany()
  console.log(' Todas as tarefas no banco:')
  console.dir(todasAsTarefas, { depth: null })
}

main()
  .catch((e) =&gt; {
    console.error(e)
    process.exit(1)
  })
  .finally(async () =&gt; {
    await prisma.$disconnect()
    console.log(' Script finalizado.')
  })
````

**Passo 8: Gerar o Prisma Client e Criar o Banco**

```bash
npx prisma generate
npx prisma db push
```

**Passo 9: Executar o script**

```bash
npx tsx script.ts
```





",PrismaORM,rw1749913231498b36ede
Montanha Russa Muito Assustadora,Quinto exercício da lista com o objetivo de garantir que o teste seja bem-sucedido,"**O problema:**

Você está desenvolvendo o sistema de acesso para a **Montanha Russa Muito Assustadora**. As regras para permitir ou negar a entrada de usuários são as seguintes:

**Requisitos de Acesso:**

- Idade: Pessoas entre 12 e 65 anos (inclusive).

- Saúde: Não podem ter patologias cardíacas.

- Altura: Devem ter no mínimo 150cm.

Se a pessoa não cumprir qualquer um desses requisitos, o sistema deve imprimir ""ACESSO NEGADO"".

**Regras de Preço:**

Para quem tem acesso permitido, o valor do ingresso é:

- R$ 10,00 (meia-entrada) para estudantes ou menores de 18 anos.

- R$ 20,00 para os demais casos.

Seu papel é imprimir na tela:

- **ACESSO NEGADO** caso a pessoa não possa brincar

- **10 reais** caso esse seja o valor que a pessoa deve pagar para brincar

- **20 reais** caso esse seja o valor que a pessoa deve pagar para brincar

```javascript
const idade = 18;
const possuiPatologia = false;
const altura = 180;
const ehEstudante = false;

```

Para este exemplo a resposta correta é `20 reais`

Lembre-se de testar seu código para outras variações de entrada.",Condicionais,rw17552773848501ad9ee
Mostrar o maior valor digitado,Terceiro exercício da lista com o objetivo de aprofundar o aprendizado,"**O problema:**

Implemente o método `mostrarMaiorValor`, que recebe um array de números e retorna o maior valor digitado.

- O método deve iterar sobre os números e identificar o maior valor.

## Exemplos:

- Para a entrada `[10, 25, 3, 18]`, a saída deve ser: `25`.
- Para a entrada `[1, 100, 45, 60]`, a saída deve ser: `100`.
- Para a entrada `[7, 7, 7]`, a saída deve ser: `7`.
",Repetição (Typescript: Lógica de Programação),rw1751554432252955c80
Mostrar o segundo maior valor digitado,Terceiro exercício da lista com o objetivo de garantir que o teste seja bem-sucedido,"**O problema:**

Implemente o método `mostrarSegundoMaiorValor`, que recebe um array de números e retorna o segundo maior valor digitado.

- O método deve identificar o maior valor e o segundo maior valor em uma única iteração.

## Exemplos:

- Para a entrada `[10, 25, 3, 18]`, a saída deve ser: `18`.
- Para a entrada `[50, 100, 99, 80]`, a saída deve ser: `99`.
- Para a entrada `[5, 5, 5, 3]`, a saída deve ser: `3`.
",Repetição,rw1727888759901a297ca
Múltiplo de 3,Quinto exercício da lista com o objetivo de aprofundar o aprendizado," **O problema:**

 Crie uma função chamada verificarMultiploDeTres que receba um número inteiro. A função deve retornar ""é múltiplo de 3"" se o número for divisível por 3, ou ""não é múltiplo de 3"" caso contrário.

## Exemplos:

verificarMultiploDeTres(9);

Entrada: 9 → Saída: ""é múltiplo de 3""

verificarMultiploDeTres(10);

Entrada: 10 → Saída: ""não é múltiplo de 3""

verificarMultiploDeTres(0);

Entrada: 0 → Saída: ""é múltiplo de 3""


",Condicionais (Typescript: Lógica de Programação),rw1751552757468282e36
Navegação com React Router,Crie uma navegação simples entre páginas utilizando o Reat Router no Next.js,"**Instruções:**  

1. **Configure o React Router no seu projeto:**  
   - Instale o React Router com o comando:  
     ```bash
     npm install react-router-dom
     ```

2. **Crie um arquivo `app/routes.tsx` para definir as rotas do projeto.**  

3. **Crie duas páginas:**  
   - **Home:**  
     - A página inicial com um botão para redirecionar para a página About.  
   - **About:**  
     - Uma página simples com um título e uma mensagem.  

4. **No componente Home:**  
   - Adicione um botão com o texto **""Ir para About""**.  
   - Utilize o hook **useNavigate** do React Router para redirecionar o usuário ao clicar no botão.  

5. **Configure o React Router para gerenciar as rotas do projeto:**  
   - Utilize o componente `BrowserRouter` para envolver seu aplicativo.  
   - Use o componente `Router` para definir as rotas.  

---

**Dica:**  
- Utilize o componente `BrowserRouter` como o provedor de rotas.  
- Para redirecionamento programático, use o hook **useNavigate**.  ",Direcionamento de Páginas,rw1732639866885f3bd9f
Nome para exibição,Sétimo exercício da lista com o objetivo de garantir que o teste seja bem-sucedido,"**O problema:**

​Considerando que uma pessoa pode ter nome, sobrenome e/ou apelido, crie um código que imprima o nome da pessoa no console, seguindo esta ordem de prioridade:

- Apelido: Se a variável apelido estiver preenchida, imprima apenas o seu valor.
- Nome e Sobrenome: Se a variável apelido não estiver preenchida, verifique se o sobrenome existe.
- Se o sobrenome estiver preenchido, imprima o primeiroNome seguido de um espaço e o sobrenome.
- Se o sobrenome não estiver preenchido, imprima apenas o primeiroNome.

Lembre-se que o primeiroNome é sempre obrigatório e estará preenchido.

**Exemplos**

​1. Apelido preenchido

```javascript
const primeiroNome = ""Mario"";
​const sobrenome = """";
​const apelido = ""Bros""; 
// Saída esperada: Bros
```

​2. Sobrenome preenchido

```javascript
const primeiroNome = ""Mario"";
const sobrenome = ""Bros"";
const apelido = """";
// Saída esperada: Mario Bros
```

​3. Apenas o primeiro nome

```javascript
const primeiroNome = ""Mario"";
const sobrenome = """";
const apelido = """";
// Seu código aqui
// Saída esperada: Mario
```

",Condicionais,rw1755277672141849448
Notas faixa,Terceiro exercício da lista com o objetivo de aprofundar o aprendizado," **O problema:**

Elabore um método que leia uma série de 50 notas e uma média necessária para aprovação. O método deve retornar quantas notas estão no intervalo de 10% abaixo e 10% acima da média.

- O método deve calcular a faixa de aprovação (10% abaixo e 10% acima da média) e contar quantas notas estão nesse intervalo.

### Exemplo:

- Quando a entrada for:
  - Notas: `[50, 60, 70, 80, 90]`
  - Média: `70`
- A saída deve ser `2 notas estão entre 63 e 77`.

"," Array simples  (Typescript: Lógica de Programação)",rw1751553414853317534
Números Armstrong,Quarto exercício da lista com o objetivo de garantir que o teste seja bem-sucedido,"**O problema:**

Números de Armstrong são números onde a soma de cada algarismo elevado à quantidade de algarismos é igual ao número original. Por exemplo:

- Para verificar se o número 9 é um número de Armstrong, fazemos o seguinte cálculo: 
  - \(9\) (o primeiro algarismo do número original) elevado a \(1\) (a quantidade de algarismos do número original).
  - Portanto, \(9^1 = 9\), logo 9 é sim um número de Armstrong.

- Agora, considere o número 13:
  - \(1\) (primeiro algarismo) elevado a \(2\) (total de algarismos) mais \(3\) (segundo algarismo) elevado a \(2\) (total de algarismos).
  - O cálculo seria \(1^2 + 3^2 = 1 + 9 = 10\), logo 13 não é um número de Armstrong.

- Para o número 153:
  - \(1^3 + 5^3 + 3^3 = 1 + 125 + 27 = 153\)
  - Portanto, 153 é um número de Armstrong.

Escreva algum código para determinar se um número é um número Armstrong. Pense nos casos de teste:

## Retorna mensagem de sucesso quando o número for de Armstrong

- Identifica ""3"" corretamente, respondendo ""Este é um número de Armstrong!""
- Identifica ""153"" corretamente, respondendo ""Este é um número de Armstrong!""

## Retorna mensagem de aviso quando o número NÃO for de Armstrong

- Identifica ""10"" corretamente, respondendo ""Este não é um número de Armstrong!""
- Identifica ""154"" corretamente, respondendo ""Este não é um número de Armstrong!""",Fundamentos,rw1725642166308a69249
Objeto de data,Segundo exercício da lista com o objetivo de garantir que o teste seja bem-sucedido,"**O problema:**

Implemente o método criaObjeto, que recebe como argumento uma string no formato `dd/mm/aaaa`, e retorna um objeto, do tipo:

```javascript
{
    dia: dd,
    mes: mm,
    ano: aaaa
}
```

## Casos de teste

- Quando a entrada for ""12/08/2020"", a saida deve ser ""{ dia: 12, mes: 08, ano: 2020 }""
- Quando a entrada for ""08/01/2012"", a saida deve ser ""{ dia: 08, mes: 01, ano: 2012 }""
- Quando a entrada for ""24/03/2000"", a saida deve ser ""{ dia: 24, mes: 03, ano: 2000 }""
",Fundamentos,rw1725642159329a2d9f4
Par ou ímpar,Primeiro exercício da lista com o objetivo de garantir que o teste seja bem-sucedido,"**O problema:**

​
Duas pessoas estão jogando par ou ímpar. O primeiro usuário escolhe um número e o segundo usuário escolhe outro. A soma desses dois números determina o vencedor.

Você deve imprimir ""par"" se a soma dos números for par, indicando que o usuário que escolheu par venceu. Você deve imprimir ""ímpar"" se a soma dos números for ímpar, indicando que o usuário que escolheu ímpar venceu.

```javascript=
const jogada1 = 5;
const jogada2 = 3;

//seu código aqui
```
Observação: A soma das jogadas é 5 + 3 = 8. Como 8 é um número par, a resposta deve ser par.

Lembre-se de testar seu código para outras variações de entrada.",Condicionais,rw1726148767193d37419
Par ou impar,Quarto exercício da lista com o objetivo de aprofundar o aprendizado," **O problema:**



 Crie uma função chamada verificarParOuImpar que receba um número inteiro. A função deve retornar ""PAR"" se o número for par e ""ÍMPAR"" se o número for ímpar.



## Exemplos:



verificarParOuImpar(4);



Entrada: 4 → Saída: ""PAR""



verificarParOuImpar(7);



Entrada: 7 → Saída: ""ÍMPAR""



verificarParOuImpar(0);



Entrada: 0 → Saída: ""PAR""



",Condicionais (Typescript: Lógica de Programação),rw17515527172787e011c
Personalizando Fontes na Página,Personalize sua página aplicando estilos de fontes e explore o poder do CSS para criar uma tipografia única e envolvente!,"
**Objetivo**

Praticar o uso das propriedades de fontes no CSS, ajustando o estilo, o tamanho, e outros detalhes para criar uma tipografia mais personalizada e envolvente na sua página.

**Instruções**

1. **Seleção de Fontes**

   Aplique diferentes tipos de fontes ao longo da sua página. Use fontes genéricas ou experimente fontes personalizadas, como Google Fonts, para criar um estilo único.

2. **Ajustes de Tamanho e Peso**

   Experimente definir diferentes tamanhos e pesos de fonte para cada seção da sua página. Teste variações para criar uma hierarquia visual clara, tornando as informações mais fáceis de ler.

3. **Exploração de Estilos e Espaçamentos**

   Escolha trechos do texto para aplicar estilos como itálico, negrito ou pequenas variações de altura de linha. Isso ajudará a destacar partes importantes e dará um toque mais profissional à página.

**Resultado Esperado**

Sua página deve refletir um uso prático e personalizado das propriedades de fontes, com um visual mais organizado e atraente. A leitura e a navegação pelos textos devem ser claras e convidativas, mantendo a consistência tipográfica em toda a página.

**Dicas Adicionais**

- Explore várias combinações de fonte e tamanho para encontrar um estilo que harmonize com o conteúdo da sua página.
- Não é obrigatório aplicar todas as propriedades aprendidas; escolha aquelas que melhor atendem ao design desejado.
- Ao finalizar, revise a página para garantir que o texto está legível e que o estilo geral da tipografia é consistente e profissional.",Fontes,rw17309914063027a4e65
